,User ID Integer,User ID String,Name Of User,Display Name,Tweet ID Integer,Tweet ID String,tweet,Date Created,Reply User ID Integer,Reply User ID String,Reply User Screen Name,Like Count,Retweet Count,Place,Prediction
67,827444702097969153,827444702097969153,Glen Watkins,gp_watkins,1397590171982331908,1397590171982331908,alreadi made transact privat default idea public friend list trash app,2021-05-26 16:27:17,Null,Null,Null,0,0,Null,0
68,1340250393687822336,1340250393687822336,Quartz 🏴󠁧󠁢󠁥󠁮󠁧󠁿,MysticQuartzJ,1397590171965661184,1397590171965661184,thesuperasian notthebe “thunderdom simpl get weapon use way can know break rule any”,2021-05-26 16:27:17,1280870237815164928,1280870237815164928,The_Super_Asian,0,0,Null,0
69,332278518,332278518,nathan bennett ✸,ImNathanBennett,1397590171651092480,1397590171651092480,hunitproof keep ugli ass opinion next time bud 😂 httpstcoixcllci,2021-05-26 16:27:17,143562713,143562713,Hunitproof,0,0,Null,0
70,1347926176916901893,1347926176916901893,Blythe⁷ 🧈 | STREAM ON ALL PLATFORM‼️,im_illumiseven,1397590171948785665,1397590171948785665,us pr armi ‼️‼️👇🏽,2021-05-26 16:27:17,Null,Null,Null,0,0,Null,0
71,782348962657427456,782348962657427456,papabillz,addo_billz,1397590172032806916,1397590172032806916,kwakuspect i’v park galleri lunch oooh girl open door sat back her friend will…,2021-05-26 16:27:17,Null,Null,Null,0,0,Null,0
72,1236881805245952000,1236881805245952000,Ti_Time,WizOnceLuvieNev,1397590172070383617,1397590172070383617,dahyunscloud vs butter see httpstcoezfkiwd,2021-05-26 16:27:17,Null,Null,Null,0,0,Null,0
73,2907426252,2907426252,𝕃ℂ,alwayssolid_,1397590172057972737,1397590172057972737,waaydamin point fall probabl won’t speak again,2021-05-26 16:27:17,Null,Null,Null,0,0,Null,0
74,1158374636306014208,1158374636306014208,Barbi Davis,CaiasMom2014,1397590172003409920,1397590172003409920,juanlaughingatu china joe hey gop magamoron 👇🏽 httpstcoctkfngvof,2021-05-26 16:27:17,Null,Null,Null,0,0,Null,0
75,2496631098,2496631098,Tay🍄,taybrookss_,1397590172045352963,1397590172045352963,sza request black photograph cover n mag told lol almost juneteenth respect can’t i…,2021-05-26 16:27:17,Null,Null,Null,0,0,Null,0
76,163201813,163201813,Blaq the Canna Barbie,BlactivityTV_,1397590176168300551,1397590176168300551,i’m hilari got mama call with name sing like ms effi “i’m feel well got pain”,2021-05-26 16:27:18,Null,Null,Null,0,0,Null,0
77,394807688,394807688,🌙✨SailorKay✨🌙,SailorKayRay,1397590175535017992,1397590175535017992,shocker httpstcociedniz,2021-05-26 16:27:18,Null,Null,Null,0,0,Null,0
78,2968949611,2968949611,𝕸𝖊𝖓𝖆𝖈𝖊 🐺⚡️,Minamillion93,1397590176256430081,1397590176256430081,so women give male domin industri ain’t easi,2021-05-26 16:27:18,Null,Null,Null,0,0,Null,0
79,1274575777762287616,1274575777762287616,ً emma,phharryy,1397590175165845504,1397590175165845504,httpstconlersagatd,2021-05-26 16:27:18,Null,Null,Null,0,0,Null,0
80,1300292036,1300292036,A Natural Way,ANaturalWay216,1397590176038150145,1397590176038150145,check list ad poshmark closet nike men pari saintgermain neymar tshi httpstcogfmlmp shopmycloset poshmarkapp,2021-05-26 16:27:18,Null,Null,Null,0,0,Null,0
81,2831924574,2831924574,✨ Sorin ✨,crazysorin,1397590176067620864,1397590176067620864,demifemm someth could put these httpstcohjxuqlm,2021-05-26 16:27:18,Null,Null,Null,0,0,Null,0
82,1280681201045344256,1280681201045344256,Xya⁷,itsme_xya,1397590176256253952,1397590176256253952,btschadata 𝙣𝙤𝙬 𝙥𝙡𝙖𝙮𝙞𝙣𝙜 dynamit listeningbutterpay httpstcobgabfjqdl,2021-05-26 16:27:18,Null,Null,Null,0,0,Null,0
83,920573409775382528,920573409775382528,เงินในบัญชีเป็นของมตคับ,marktuan1p,1397590176168218625,1397590176168218625,jacksonwglob insta peaceandaft jackson wang ☮️ jacksonwang httpstcoikgdqobzi jacksonwang 王嘉尔 잭슨 teamwang…,2021-05-26 16:27:18,Null,Null,Null,0,0,Null,0
84,931202472885891072,931202472885891072,white candy,white__candy_,1397590176193339394,1397590176193339394,pqcolor ╭━━╮♠️ ➤ qosbrand ┃━┳╋━┳╮╭╮╭━┳┳┳╮ ┃╭╯┃╋┃╰┫╰┫╋┃┃┃┃ ╰╯╱╰━┻━┻━┻━┻━━╯ visit ➤ httpstcorysbdpt ➤httpstcoqsczwpoj…,2021-05-26 16:27:18,Null,Null,Null,0,0,Null,0
85,783867554829770752,783867554829770752,"Karen, not that Karen",MizDazey2020,1397590176180830208,1397590176180830208,kaivanshroff new gladi sicknick mom brian sicknick ask meet w republican discuss impoanc independ bip…,2021-05-26 16:27:18,Null,Null,Null,0,0,Null,0
86,1066202133089804288,1066202133089804288,bri 신영 📌 selfie,quacksinohq,1397590176206102530,1397590176206102530,thewifehav love a much,2021-05-26 16:27:18,1226946436211912704,1226946436211912704,thewifehaver,0,0,Null,0
87,1280557259467210755,1280557259467210755,PR Systems ♚,PRsystems_ng,1397590176214523910,1397590176214523910,newworldray area ” feat kasien 🪐💿 new world wednesday episod eat uppp httpstcopjsivrngl httpstcoiub…,2021-05-26 16:27:18,Null,Null,Null,0,0,Null,0
88,1266568482071564288,1266568482071564288,Natalie 🧸,Cloudytae_mp4,1397590176210198528,1397590176210198528,trusfratedarmi walk mcdonald get btsmeal httpstcowuxyotyg,2021-05-26 16:27:18,Null,Null,Null,0,0,Null,0
89,1327134567619317760,1327134567619317760,Eli Lotha the femfox,ArmourerOf,1397590176231084034,1397590176231084034,pillzburypilboi doctordoggo what’ go,2021-05-26 16:27:18,1149678253050929153,1149678253050929153,pillzburypilboi,0,0,Null,0
90,4766581686,4766581686,Undefeated,The_Champ_I_am,1397590175627284480,1397590175627284480,mcchesney laker one fair weather fan sun lose seri “i don’t watch nba much anyway” 🤣😅😂 httpstconhuljylon,2021-05-26 16:27:18,2821742489,2821742489,Mcchesney1919,0,0,Null,0
